PUID;Parent;LocalID;TypeGraphics
321;Pow.Out12M;ButtOffCh5;ioButtonShape
322;Pow.Out12M;ButtOnCh5;ioButtonShape
323;Pow.Out12M;GridCh6;ioPanelGrid
324;Pow.Out12M;ButtOffCh6;ioButtonShape
325;Pow.Out12M;ButtOnCh6;ioButtonShape
326;Pow.Out12M;GridCh7;ioPanelGrid
327;Pow.Out12M;ButtOffCh7;ioButtonShape
328;Pow.Out12M;ButtOnCh7;ioButtonShape
329;Pow.Out12M;GridCh8;ioPanelGrid
330;Pow.Out12M;ButtOffCh8;ioButtonShape
331;Pow.Out12M;ButtOnCh8;ioButtonShape
332;Pow.Out12M;Ind12M;ioPanelGrid
333;Pow.Out12F;GridCh1;ioPanelGrid
334;Pow.Out12F;ButtOffCh1;ioButtonShape
335;Pow.Out12F;ButtOnCh1;ioButtonShape
336;Pow.Out12F;GridCh2;ioPanelGrid
337;Pow.Out12F;ButtOffCh2;ioButtonShape
338;Pow.Out12F;ButtOnCh2;ioButtonShape
339;Pow.Out12F;GridCh3;ioPanelGrid
340;Pow.Out12F;ButtOffCh3;ioButtonShape
341;Pow.Out12F;ButtOnCh3;ioButtonShape
342;Pow.Out12F;GridCh4;ioPanelGrid
343;Pow.Out12F;ButtOffCh4;ioButtonShape
344;Pow.Out12F;ButtOnCh4;ioButtonShape
345;Pow.Out12F;GridCh5;ioPanelGrid
346;Pow.Out12F;ButtOffCh5;ioButtonShape
347;Pow.Out12F;ButtOnCh5;ioButtonShape
348;Pow.Out12F;GridCh6;ioPanelGrid
349;Pow.Out12F;ButtOffCh6;ioButtonShape
350;Pow.Out12F;ButtOnCh6;ioButtonShape
351;Pow.Out12F;GridCh7;ioPanelGrid
352;Pow.Out12F;ButtOffCh7;ioButtonShape
353;Pow.Out12F;ButtOnCh7;ioButtonShape
354;Pow.Out12F;GridCh8;ioPanelGrid
355;Pow.Out12F;ButtOffCh8;ioButtonShape
356;Pow.Out12F;ButtOnCh8;ioButtonShape
357;Pow.Out12F;Ind12F;ioPanelGrid
358;Pow.Out12A;GridCh1;ioPanelGrid
359;Pow.Out12A;ButtOffCh1;ioButtonShape
360;Pow.Out12A;ButtOnCh1;ioButtonShape
361;Pow.Out12A;GridCh2;ioPanelGrid
362;Pow.Out12A;ButtOffCh2;ioButtonShape
363;Pow.Out12A;ButtOnCh2;ioButtonShape
364;Pow.Out12A;GridCh3;ioPanelGrid
365;Pow.Out12A;ButtOffCh3;ioButtonShape
366;Pow.Out12A;ButtOnCh3;ioButtonShape
367;Pow.Out12A;GridCh4;ioPanelGrid
368;Pow.Out12A;ButtOffCh4;ioButtonShape
369;Pow.Out12A;ButtOnCh4;ioButtonShape
370;Pow.Out12A;GridCh5;ioPanelGrid
371;Pow.Out12A;ButtOffCh5;ioButtonShape
372;Pow.Out12A;ButtOnCh5;ioButtonShape
373;Pow.Out12A;GridCh6;ioPanelGrid
374;Pow.Out12A;ButtOffCh6;ioButtonShape
375;Pow.Out12A;ButtOnCh6;ioButtonShape
376;Pow.Out12A;GridCh7;ioPanelGrid
377;Pow.Out12A;ButtOffCh7;ioButtonShape
378;Pow.Out12A;ButtOnCh7;ioButtonShape
379;Pow.Out12A;GridCh8;ioPanelGrid
380;Pow.Out12A;ButtOffCh8;ioButtonShape
381;Pow.Out12A;ButtOnCh8;ioButtonShape
382;Pow.Out12A;Ind12A;ioPanelGrid
383;Pow.Out24M;GridCh1;ioPanelGrid
384;Pow.Out24M;ButtOffCh1;ioButtonShape
385;Pow.Out24M;ButtOnCh1;ioButtonShape
386;Pow.Out24M;GridCh2;ioPanelGrid
387;Pow.Out24M;ButtOffCh2;ioButtonShape
388;Pow.Out24M;ButtOnCh2;ioButtonShape
389;Pow.Out24M;GridCh3;ioPanelGrid
390;Pow.Out24M;ButtOffCh3;ioButtonShape
391;Pow.Out24M;ButtOnCh3;ioButtonShape
392;Pow.Out24M;GridCh4;ioPanelGrid
393;Pow.Out24M;ButtOffCh4;ioButtonShape
394;Pow.Out24M;ButtOnCh4;ioButtonShape
395;Pow.Out24M;GridCh5;ioPanelGrid
396;Pow.Out24M;ButtOffCh5;ioButtonShape
397;Pow.Out24M;ButtOnCh5;ioButtonShape
398;Pow.Out24M;GridCh6;ioPanelGrid
399;Pow.Out24M;ButtOffCh6;ioButtonShape
400;Pow.Out24M;ButtOnCh6;ioButtonShape
401;Pow.Out24M;GridCh7;ioPanelGrid
402;Pow.Out24M;ButtOffCh7;ioButtonShape
403;Pow.Out24M;ButtOnCh7;ioButtonShape
404;Pow.Out24M;GridCh8;ioPanelGrid
405;Pow.Out24M;ButtOffCh8;ioButtonShape
406;Pow.Out24M;ButtOnCh8;ioButtonShape
407;Pow.Out24M;Ind24M;ioPanelGrid
408;Pow.Out24F;GridCh1;ioPanelGrid
409;Pow.Out24F;ButtOffCh1;ioButtonShape
410;Pow.Out24F;ButtOnCh1;ioButtonShape
411;Pow.Out24F;GridCh2;ioPanelGrid
412;Pow.Out24F;ButtOffCh2;ioButtonShape
413;Pow.Out24F;ButtOnCh2;ioButtonShape
414;Pow.Out24F;GridCh3;ioPanelGrid
415;Pow.Out24F;ButtOffCh3;ioButtonShape
416;Pow.Out24F;ButtOnCh3;ioButtonShape
417;Pow.Out24F;GridCh4;ioPanelGrid
418;Pow.Out24F;ButtOffCh4;ioButtonShape
419;Pow.Out24F;ButtOnCh4;ioButtonShape
420;Pow.Out24F;GridCh5;ioPanelGrid
421;Pow.Out24F;ButtOffCh5;ioButtonShape
422;Pow.Out24F;ButtOnCh5;ioButtonShape
423;Pow.Out24F;GridCh6;ioPanelGrid
424;Pow.Out24F;ButtOffCh6;ioButtonShape
425;Pow.Out24F;ButtOnCh6;ioButtonShape
426;Pow.Out24F;GridCh7;ioPanelGrid
427;Pow.Out24F;ButtOffCh7;ioButtonShape
428;Pow.Out24F;ButtOnCh7;ioButtonShape
429;Pow.Out24F;GridCh8;ioPanelGrid
430;Pow.Out24F;ButtOffCh8;ioButtonShape
431;Pow.Out24F;ButtOnCh8;ioButtonShape
432;Pow.Out24F;Ind24F;ioPanelGrid
433;Pow.Out24A;GridCh1;ioPanelGrid
434;Pow.Out24A;ButtOffCh1;ioButtonShape
435;Pow.Out24A;ButtOnCh1;ioButtonShape
436;Pow.Out24A;GridCh2;ioPanelGrid
437;Pow.Out24A;ButtOffCh2;ioButtonShape
438;Pow.Out24A;ButtOnCh2;ioButtonShape
439;Pow.Out24A;GridCh3;ioPanelGrid
440;Pow.Out24A;ButtOffCh3;ioButtonShape
441;Pow.Out24A;ButtOnCh3;ioButtonShape
442;Pow.Out24A;GridCh4;ioPanelGrid
443;Pow.Out24A;ButtOffCh4;ioButtonShape
444;Pow.Out24A;ButtOnCh4;ioButtonShape
445;Pow.Out24A;GridCh5;ioPanelGrid
446;Pow.Out24A;ButtOffCh5;ioButtonShape
447;Pow.Out24A;ButtOnCh5;ioButtonShape
448;Pow.Out24A;GridCh6;ioPanelGrid
449;Pow.Out24A;ButtOffCh6;ioButtonShape
450;Pow.Out24A;ButtOnCh6;ioButtonShape
451;Pow.Out24A;GridCh7;ioPanelGrid
452;Pow.Out24A;ButtOffCh7;ioButtonShape
453;Pow.Out24A;ButtOnCh7;ioButtonShape
454;Pow.Out24A;GridCh8;ioPanelGrid
455;Pow.Out24A;ButtOffCh8;ioButtonShape
456;Pow.Out24A;ButtOnCh8;ioButtonShape
457;Pow.Out24A;Ind24A;ioPanelGrid
458;Pow.Out220M;GridCh1;ioPanelGrid
459;Pow.Out220M;ButtOffCh1;ioButtonShape
460;Pow.Out220M;ButtOnCh1;ioButtonShape
461;Pow.Out220M;GridCh2;ioPanelGrid
462;Pow.Out220M;ButtOffCh2;ioButtonShape
463;Pow.Out220M;ButtOnCh2;ioButtonShape
464;Pow.Out220M;GridCh3;ioPanelGrid
465;Pow.Out220M;ButtOffCh3;ioButtonShape
466;Pow.Out220M;ButtOnCh3;ioButtonShape
467;Pow.Out220M;GridCh4;ioPanelGrid
468;Pow.Out220M;ButtOffCh4;ioButtonShape
469;Pow.Out220M;ButtOnCh4;ioButtonShape
470;Pow.Out220M;GridCh5;ioPanelGrid
471;Pow.Out220M;ButtOffCh5;ioButtonShape
472;Pow.Out220M;ButtOnCh5;ioButtonShape
473;Pow.Out220M;GridCh6;ioPanelGrid
474;Pow.Out220M;ButtOffCh6;ioButtonShape
475;Pow.Out220M;ButtOnCh6;ioButtonShape
476;Pow.Out220M;GridCh7;ioPanelGrid
477;Pow.Out220M;ButtOffCh7;ioButtonShape
478;Pow.Out220M;ButtOnCh7;ioButtonShape
479;Pow.Out220M;GridCh8;ioPanelGrid
480;Pow.Out220M;ButtOffCh8;ioButtonShape
481;Pow.Out220M;ButtOnCh8;ioButtonShape
482;Pow.Out220M;Ind220M;ioPanelGrid
483;Pow.Out220F;GridCh1;ioPanelGrid
484;Pow.Out220F;ButtOffCh1;ioButtonShape
485;Pow.Out220F;ButtOnCh1;ioButtonShape
486;Pow.Out220F;GridCh2;ioPanelGrid
487;Pow.Out220F;ButtOffCh2;ioButtonShape
488;Pow.Out220F;ButtOnCh2;ioButtonShape
489;Pow.Out220F;GridCh3;ioPanelGrid
490;Pow.Out220F;ButtOffCh3;ioButtonShape
491;Pow.Out220F;ButtOnCh3;ioButtonShape
492;Pow.Out220F;GridCh4;ioPanelGrid
493;Pow.Out220F;ButtOffCh4;ioButtonShape
494;Pow.Out220F;ButtOnCh4;ioButtonShape
495;Pow.Out220F;GridCh5;ioPanelGrid
496;Pow.Out220F;ButtOffCh5;ioButtonShape
497;Pow.Out220F;ButtOnCh5;ioButtonShape
498;Pow.Out220F;GridCh6;ioPanelGrid
499;Pow.Out220F;ButtOffCh6;ioButtonShape
500;Pow.Out220F;ButtOnCh6;ioButtonShape
501;Pow.Out220F;GridCh7;ioPanelGrid
502;Pow.Out220F;ButtOffCh7;ioButtonShape
503;Pow.Out220F;ButtOnCh7;ioButtonShape
504;Pow.Out220F;GridCh8;ioPanelGrid
505;Pow.Out220F;ButtOffCh8;ioButtonShape
506;Pow.Out220F;ButtOnCh8;ioButtonShape
507;Pow.Out220F;Ind220F;ioPanelGrid
508;Pow.Out220A;GridCh1;ioPanelGrid
509;Pow.Out220A;ButtOffCh1;ioButtonShape
510;Pow.Out220A;ButtOnCh1;ioButtonShape
511;Pow.Out220A;GridCh2;ioPanelGrid
512;Pow.Out220A;ButtOffCh2;ioButtonShape
513;Pow.Out220A;ButtOnCh2;ioButtonShape
514;Pow.Out220A;GridCh3;ioPanelGrid
515;Pow.Out220A;ButtOffCh3;ioButtonShape
516;Pow.Out220A;ButtOnCh3;ioButtonShape
517;Pow.Out220A;GridCh4;ioPanelGrid
518;Pow.Out220A;ButtOffCh4;ioButtonShape
519;Pow.Out220A;ButtOnCh4;ioButtonShape
520;Pow.Out220A;GridCh5;ioPanelGrid
521;Pow.Out220A;ButtOffCh5;ioButtonShape
522;Pow.Out220A;ButtOnCh5;ioButtonShape
523;Pow.Out220A;GridCh6;ioPanelGrid
524;Pow.Out220A;ButtOffCh6;ioButtonShape
525;Pow.Out220A;ButtOnCh6;ioButtonShape
526;Pow.Out220A;GridCh7;ioPanelGrid
527;Pow.Out220A;ButtOffCh7;ioButtonShape
528;Pow.Out220A;ButtOnCh7;ioButtonShape
529;Pow.Out220A;GridCh8;ioPanelGrid
530;Pow.Out220A;ButtOffCh8;ioButtonShape
531;Pow.Out220A;ButtOnCh8;ioButtonShape
532;Pow.Out220A;Ind220A;ioPanelGrid
533;Steer;GridCommandCpM;ioPanelGrid
534;Steer;GridModeCpM;ioPanelGrid
535;Steer;GridSetRefCpM;ioPanelGrid
536;Steer;GridCommandCpA;ioPanelGrid
537;Steer;GridModeCpA;ioPanelGrid
538;Steer;GridSetRefCpA;ioPanelGrid
539;Steer;GridApMPanel;ioPanelGrid
540;Steer.ApM;GridAutopilot;ioPanelGrid
541;Steer.ApM;LabelApSteer;ioLabel
542;Steer.ApM;InstrHeadingRef;ioTextBlock
543;Steer.ApM;LabelHeading;ioLabel
544;Steer.ApM;InstrHeading;ioTextBlock
545;Steer.ApM;ShapeContourShip;ioShape
546;Steer.ApM;CompThruster;ioUiComponent
547;Steer.ApM;CompRudder;ioUiComponent
548;Steer.ApM;CompRateOfTurn;ioUiComponent
549;Steer.ApM;CompEngine;ioUiComponent
550;Steer.ApM;GridRotMeas;ioPanelGrid
551;Steer.ApM;TextRotValue;ioTextBlock
552;Steer.ApM;LabelRot;ioLabel
553;Steer.ApM;GridEngineMeas;ioPanelGrid
554;Steer.ApM;TextEngineValue;ioTextBlock
555;Steer.ApM;LabelEngine;ioLabel
556;Steer.ApM;GridThrustMeas;ioPanelGrid
557;Steer.ApM;TextThrustValue;ioTextBlock
558;Steer.ApM;LabelThrust;ioLabel
559;Steer.ApA;GridAutopilot;ioPanelGrid
560;Steer.ApA;LabelApSteer;ioLabel
561;Steer.ApA;InstrHeadingRef;ioTextBlock
562;Steer.ApA;LabelHeading;ioLabel
563;Steer.ApA;InstrHeading;ioTextBlock
564;Steer.ApA;ShapeContourShip;ioShape
565;Steer.ApA;CompThruster;ioUiComponent
566;Steer.ApA;CompRudder;ioUiComponent
567;Steer.ApA;CompRateOfTurn;ioUiComponent
568;Steer.ApA;CompEngine;ioUiComponent
569;Steer.ApA;GridRotMeas;ioPanelGrid
570;Steer.ApA;TextRotValue;ioTextBlock
571;Steer.ApA;LabelRot;ioLabel
572;Steer.ApA;GridEngineMeas;ioPanelGrid
573;Steer.ApA;TextEngineValue;ioTextBlock
574;Steer.ApA;LabelEngine;ioLabel
575;Steer.ApA;GridThrustMeas;ioPanelGrid
576;Steer.ApA;TextThrustValue;ioTextBlock
577;Steer.ApA;LabelThrust;ioLabel
578;Steer.CpM;CommandNoRef;ioPanelGrid
579;Steer.CpM;ModeNoRef;ioPanelGrid
580;Steer.CpA;CommandNoRef;ioPanelGrid
581;Steer.CpA;ModeNoRef;ioPanelGrid
582;Steer.CpM;Command;ioPanelGrid
583;Steer.CpM;Mode;ioPanelGrid
584;Steer.CpM;Reference;ioPanelGrid
585;Steer.CpA;Command;ioPanelGrid
586;Steer.CpA;Mode;ioPanelGrid
587;Steer.CpA;Reference;ioPanelGrid
588;Steer.CpM;HeaderCommandPanelSteer;ioLabel
589;Steer.CpM;ShapeCommandStatusSteer;ioShape
590;Steer.CpM;LabelSteerMode;ioLabel
591;Steer.CpM;TextCommandStatusSteer;ioTextBlock
592;Steer.CpM;ButtTakeRequestSteer;ioButtonShape
593;Steer.CpM;ButtReleaseSteer;ioButtonShape
594;Steer.CpA;HeaderCommandPanelSteer;ioLabel
595;Steer.CpA;ShapeCommandStatusSteer;ioShape
596;Steer.CpA;LabelSteerMode;ioLabel
597;Steer.CpA;TextCommandStatusSteer;ioTextBlock
598;Steer.CpA;ButtTakeRequestSteer;ioButtonShape
599;Steer.CpA;ButtReleaseSteer;ioButtonShape
600;Steer.CpM;HeaderModeControl;ioLabel
601;Steer.CpM;ButtDp;ioButtonShape
602;Steer.CpM;ButtTrack;ioButtonShape
603;Steer.CpM;ButtRiver;ioButtonShape
604;Steer.CpM;ButtWork;ioButtonShape
605;Steer.CpM;ButtCourse;ioButtonShape
606;Steer.CpM;ButtStandby;ioButtonShape
607;Steer.CpA;HeaderModeControl;ioLabel
608;Steer.CpA;ButtDp;ioButtonShape
609;Steer.CpA;ButtTrack;ioButtonShape
610;Steer.CpA;ButtRiver;ioButtonShape
611;Steer.CpA;ButtWork;ioButtonShape
612;Steer.CpA;ButtCourse;ioButtonShape
613;Steer.CpA;ButtStandby;ioButtonShape
614;Steer.CpM;LabelHeader;ioLabel
615;Steer.CpM;ButtonLeftSmall;ioButtonText
616;Steer.CpM;ButtMidZero;ioButtonText
617;Steer.CpM;ButtRightSmall;ioButtonText
618;Steer.CpM;EncoderNumber;ioTextBoxNumber
619;Steer.CpM;ButtLeftBig;ioButtonText
620;Steer.CpM;ButtRightBig;ioButtonText
621;Steer.CpA;LabelHeader;ioLabel
622;Steer.CpA;ButtonLeftSmall;ioButtonText
623;Steer.CpA;ButtMidZero;ioButtonText
624;Steer.CpA;ButtRightSmall;ioButtonText
625;Steer.CpA;EncoderNumber;ioTextBoxNumber
626;Steer.CpA;ButtLeftBig;ioButtonText
627;Steer.CpA;ButtRightBig;ioButtonText
56;Pow;RowTop12V;ioPanelGrid
57;Pow;RowMid24V;ioPanelGrid
